# x_m,y_m,altitude (m)
-139.331653,396.438269,1525.2
-141.758165,392.070047,1525.1
-144.278923,387.755419,1525
-146.871807,383.48378,1524.9
-149.518158,379.245049,1524.8
-152.200684,375.029213,1524.5
-154.898819,370.823401,1524.1
-157.592713,366.614869,1523.8
-160.265227,362.392868,1523.5
-162.899836,358.147185,1523.2
-165.47833,353.867244,1522.9
-167.979199,349.54155,1522.6
-170.378993,345.158994,1522.3
-172.653438,340.710093,1522
-174.777595,336.187506,1521.8
-176.7305,331.588852,1521.5
-178.506013,326.918873,1521.3
-180.107708,322.18593,1521.1
-181.542269,317.399606,1520.9
-182.817314,312.568439,1520.8
-183.940498,307.699726,1520.7
-184.919928,302.80001,1520.5
-185.76303,297.874901,1520.5
-186.473215,292.928793,1520.4
-187.049562,287.965378,1520.3
-187.49134,282.988363,1520.4
-187.80521,278.001473,1520.4
-188.005643,273.008557,1520.4
-188.108571,268.01286,1520.5
-188.126366,263.016232,1520.5
-188.066372,258.019794,1520.6
-187.933988,253.024711,1520.9
-187.73492,248.03187,1521.2
-187.474851,243.041805,1521.5
-187.159418,238.054927,1521.8
-186.794245,233.071439,1522.1
-186.384916,228.091373,1522.4
-185.936894,223.114654,1522.6
-185.455316,218.141123,1522.8
-184.946187,213.170383,1523
-184.418448,208.201557,1523.1
-183.881797,203.23364,1523.3
-183.341479,198.266113,1523.5
-182.799264,193.298795,1523.6
-182.256297,188.331556,1523.7
-181.713715,183.364276,1523.8
-181.172653,178.39683,1523.9
-180.634248,173.429096,1524.1
-180.099635,168.460953,1524.2
-179.569951,163.492276,1524.3
-179.046335,158.522972,1524.4
-178.529306,153.552958,1524.5
-178.010234,148.583158,1524.6
-177.447876,143.61861,1524.6
-176.776475,138.667995,1524.7
-175.943322,133.741014,1524.9
-174.918939,128.849186,1525.1
-173.680843,124.007053,1525.4
-172.204851,119.231939,1525.7
-170.466901,114.547567,1526
-168.441557,109.980557,1526.4
-166.100834,105.567143,1526.7
-163.414575,101.362732,1527.1
-160.359636,97.406221,1527.5
-156.914772,93.794525,1527.9
-153.029531,90.668112,1528.3
-148.787627,88.020497,1528.7
-144.333571,85.755925,1529
-139.739966,83.793531,1529.4
-135.061283,82.03665,1529.7
-130.346787,80.379687,1530
-125.638247,78.705844,1530.2
-120.980669,76.896291,1530.4
-116.424953,74.844394,1530.7
-112.031331,72.467468,1530.8
-107.853755,69.731626,1531
-103.916457,66.658366,1531.2
-100.227733,63.289,1531.3
-96.783398,59.669796,1531.3
-93.551488,55.859293,1531.4
-90.483099,51.915605,1531.5
-87.52429,47.888934,1531.6
-84.617704,43.824336,1531.6
-81.704401,39.764484,1531.7
-78.723504,35.7542,1531.8
-75.6232,31.83589,1531.9
-72.364261,28.048913,1532
-68.902755,24.446627,1532.1
-65.210726,21.080995,1532.1
-61.300907,17.971034,1532.2
-57.199985,15.117527,1532.3
-52.934777,12.51573,1532.4
-48.52988,10.15791,1532.5
-44.007178,8.034616,1532.5
-39.387797,6.13053,1532.6
-34.69351,4.419101,1532.6
-29.942829,2.870756,1532.7
-25.150358,1.45682,1532.8
-20.325048,0.159263,1532.8
-15.473628,-1.037082,1532.9
-10.601758,-2.147293,1533
-5.714096,-3.185868,1533.1
